"tìm giúp phòng ngày mai lúc 9 giờ nhé
","Dạ, trước khi thực hiện, bạn xác nhận các thông tin giúp tôi nhé:
Ngày: 2019-01-23
Thời gian: 9 giờ",2019-01-22 17:09:30.447491
/action_send_find_room,action : ,2019-01-22 17:09:43.674295
"tìm phòng ngày mai lúc 9 giờ
","Dạ, trước khi thực hiện, bạn xác nhận các thông tin giúp tôi nhé:
Ngày: 2019-01-23
Thời gian: 9:0",2019-01-22 17:24:27.897176
/action_send_find_room,action : ,2019-01-22 17:24:42.506773
"tìm phòng ngày mai lúc 9 giờ
","Dạ, trước khi thực hiện, bạn xác nhận các thông tin giúp tôi nhé:
Ngày: 2019-01-23
Thời gian: 9:0",2019-01-22 17:27:30.971873
/action_send_find_room,action : ,2019-01-22 17:27:49.986731
"tìm phòng ngày mai lúc 9 giờ
",Xin lỗi 🙇‍♂ Tôi không hiểu ý bạn?,2019-01-22 17:28:49.433992
"xin chào
",Xin chàooo 👋,2019-01-22 17:29:03.358541
"tìm phòng ngày mai lúc 9 giờ
","Dạ, trước khi thực hiện, bạn xác nhận các thông tin giúp tôi nhé:
Ngày: 2019-01-23
Thời gian: 9:0",2019-01-22 17:29:08.309948
"xin chào
",Xin chàooo 👋,2019-01-22 17:29:31.543188
"tìm phòng ngày mai lúc 9 giờ
","Dạ, trước khi thực hiện, bạn xác nhận các thông tin giúp tôi nhé:
Ngày: 2019-01-23
Thời gian: 9:0",2019-01-22 17:29:38.833087
/action_send_find_room,action : ,2019-01-22 17:29:49.776760
tìm phòng ngày mai lúc 9 giờ,"Tôi không hiểu ý bạn, xin hãy giải thích cho tôi 🤔?",2019-01-22 17:30:36.040675
xin chào,Hello 👋,2019-01-22 17:30:56.079144
tìm phòng ngày mai lúc 9 giờ,"Dạ, trước khi thực hiện, bạn xác nhận các thông tin giúp tôi nhé:
Ngày: 2019-01-23
Thời gian: 9:0",2019-01-22 17:30:59.045427
/action_send_find_room,action : ,2019-01-22 17:31:19.593463
xin chào,"Xin chào 👋.
Tôi có gì giúp gì cho bạn 🤔?",2019-01-22 17:33:53.773493
tìm phòng ngày mai lúc 9 giờ,"Dạ, trước khi thực hiện, bạn xác nhận các thông tin giúp tôi nhé:
Ngày: 2019-01-23
Thời gian: 9:0",2019-01-22 17:34:01.288169
/action_send_find_room,action123 : ,2019-01-22 17:34:11.325189
xin chào,Hello 👋,2019-01-22 17:36:06.091051
tìm phòng ngày mai lúc 9 giờ,"Dạ, trước khi thực hiện, bạn xác nhận các thông tin giúp tôi nhé:
Ngày: 2019-01-23
Thời gian: 9:0",2019-01-22 17:36:12.289498
xin chào,Hello 👋,2019-01-22 17:41:24.924014
tìm phòng ngày mai lúc 9 giờ,"Dạ, trước khi thực hiện, bạn xác nhận các thông tin giúp tôi nhé:
Ngày: 2019-01-23
Thời gian: 9:0",2019-01-22 17:41:28.160501
"xin chào
","Xin chào 👋.
Tôi có gì giúp gì cho bạn 🤔?",2019-01-22 17:42:46.903152
"tìm phòng ngày mai lúc 9 giờ
","Dạ, trước khi thực hiện, bạn xác nhận các thông tin giúp tôi nhé:
Ngày: 2019-01-23
Thời gian: 9:0",2019-01-22 17:42:51.143149
,"Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-01-22 17:43:05.940969
"Đặt phòng 105B, vào ngày 23/01/2019, lúc 9 giờ 0.","Tôi không hiểu ý bạn, xin hãy giải thích cho tôi 🤔?",2019-01-22 17:45:55.967773
"đặt phòng
",Xin lỗi 🙇‍♂ Tôi không hiểu ý bạn?,2019-01-22 17:46:03.514751
"oke
",Hẹn gặp bạn vào lần sau 👋,2019-01-22 17:46:09.433458
"bye
",Hẹn gặp bạn vào lần sau 👋,2019-01-22 17:46:12.635682
"
","Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-01-22 17:46:14.137121
"hi
","Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-01-22 17:47:29.945178
"xin chào
","Xin chào 👋.
Tôi có gì giúp gì cho bạn 🤔?",2019-01-22 17:47:32.963236
"tìm phòng trống
","📅  Dạ, vào ngày nào thế ạ?",2019-01-22 17:47:38.587040
"ngày mai lúc 9 giờ
","Dạ, trước khi thực hiện, bạn xác nhận các thông tin giúp tôi nhé:
Ngày: 2019-01-23
Thời gian: 9:0",2019-01-22 17:47:43.784746
"Đặt phòng 105B, vào ngày 23/01/2019, lúc 9 giờ 0.",Xin lỗi 🙇‍♂ Tôi không hiểu ý bạn?,2019-01-22 17:47:52.788108
"đặt phòng
",Xin lỗi 🙇‍♂ Tôi không hiểu ý bạn?,2019-01-22 17:48:01.043858
"hmmm
",Dạ. Không có chi ạ 🙆‍♂️,2019-01-22 17:48:04.863254
"hmmm
",Hẹn gặp bạn vào lần sau 👋,2019-01-22 17:48:07.765372
"hmmm
",Hẹn gặp bạn vào lần sau 👋,2019-01-22 17:48:10.095140
"tìm phòng 210B
","Có vẻ bạn đang nhầm lẫn ở đây ạ, trong hệ thống không có phòng 210B :(
 Hiện tại hệ thống có những phòng sau đây ạ:",2019-01-22 17:48:29.114867
,"Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-01-22 17:48:38.333577
"tìm phòng ngày 20/1
","Hmmmm!! Làm sao để tìm phòng ở quá khứ nhỉ :v
 Hãy tìm kiếm ở những ngày tương lai nha :)))",2019-01-22 17:49:58.896030
"ngày mai
",⏲️ Cuộc họp bắt đầu lúc mấy giờ ạ ?,2019-01-22 17:50:10.801015
"lúc 9 giờ
","Dạ, trước khi thực hiện, bạn xác nhận các thông tin giúp tôi nhé:
Ngày: 2019-01-23
Thời gian: 9:0",2019-01-22 17:50:15.025228
"đặt phòng
",Dạ vâng. Không có chi ạ 🙆‍♂,2019-01-22 17:50:23.819068
"tìm phòng 105B cho 30 người
","Dạ, hiện tại hệ thống phòng có sức chứa nhiều nhất là 16 người thôi a.
 Vậy nên tôi sẽ lấy phòng lớn nhất cho bạn nhé, bạn có thể lấy thêm ghế nhựa để bổ sung chỗ ngồi ạ! ",2019-01-22 17:51:05.585983
"tìm phòng 209B
","Có vẻ bạn đang nhầm lẫn ở đây ạ, trong hệ thống không có phòng 209B :(
 Hiện tại hệ thống có những phòng sau đây ạ:",2019-01-22 17:51:29.461377
"tìm phòng cho 30 người
","Dạ, hiện tại hệ thống phòng có sức chứa nhiều nhất là 16 người thôi a.
 Vậy nên tôi sẽ lấy phòng lớn nhất cho bạn nhé, bạn có thể lấy thêm ghế nhựa để bổ sung chỗ ngồi ạ! ",2019-01-22 17:57:50.252840
/action_set_max_quantity,Bye bye 👋👋👋,2019-01-22 17:57:53.830874
"tìm phòng cho 30 người
","Tôi không hiểu ý bạn, xin hãy giải thích cho tôi 🤔?",2019-01-22 17:58:13.287587
"tìm phòng 205B cho 15 người
",📅  Vào ngày nào thế ạ?,2019-01-22 17:58:33.094536
"ngày mai
",⏲️ Cuộc họp bắt đầu lúc mấy giờ ạ ?,2019-01-22 17:58:36.886204
"lúc 9 giờ
","Dạ, trước khi thực hiện, bạn xác nhận các thông tin giúp tôi nhé:
Ngày: 2019-01-23
Thời gian: 9:0
Mã phòng: 205B
Số lượng người tham gia: 15",2019-01-22 17:58:41.908084
"xin chào
",Xin chàooo 👋,2019-01-23 15:46:54.994161
"tìm phòng
",📅  Cuộc họp vào ngày nào ạ?,2019-01-23 15:47:04.365542
"ngày mai lúc 9 giờ tối
","Dạ, thời gian phòng họp được hoạt động sẽ là từ 8:00-12:00 sáng, còn chiều thì từ 13:15 - 17:00 thôi ạ ^^. ",2019-01-23 15:47:12.026466
xin chào,"Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-01-25 10:45:00.321498
oke,"Tôi xin lỗi, tôi không thể giúp bạn được :( Vui lòng cho tôi biết nếu bạn có bất kỳ đề xuất nào về cách tôi có thể cải thiện ạ.",2019-01-25 10:45:10.534091
xin chào,Cảm ơn về phản hồi của bạn! Chúng tôi sẽ ghi nhận phản hồi và trả lời bạn sớm nhất ạ!,2019-01-25 10:45:15.690731
chào,"Xin chào 👋.
Tôi có gì giúp gì cho bạn 🤔?",2019-01-25 10:45:21.186825
tìm phòng,📅  Vào ngày nào thế ạ?,2019-01-25 10:45:26.459837
ngài hôm qua,"Hmmmm!! Làm sao để tìm phòng ở quá khứ nhỉ :v
 Hãy tìm kiếm ở những ngày tương lai nha :)))",2019-01-25 10:45:36.350521
oke,"Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-01-25 10:45:43.049241
ngày mai,⏲️ Cuộc họp bắt đầu lúc mấy giờ ạ ?,2019-01-25 10:45:54.156733
lúc 9 giờ,"Dạ, trước khi thực hiện, bạn xác nhận các thông tin giúp tôi nhé:
Ngày: 2019-01-26
Thời gian: 9:0",2019-01-25 10:46:02.967180
đúng,"Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-01-25 10:46:10.514277
đúng,"Tôi xin lỗi, tôi không thể giúp bạn được :( Vui lòng cho tôi biết nếu bạn có bất kỳ đề xuất nào về cách tôi có thể cải thiện ạ.",2019-01-25 10:46:18.795715
đù,Cảm ơn về phản hồi của bạn! Chúng tôi sẽ ghi nhận phản hồi và trả lời bạn sớm nhất ạ!,2019-01-25 10:46:26.206392
tìm phòng,"📅  Dạ, vào ngày nào thế ạ?",2019-01-25 10:46:31.698427
ngày mai lúc 9 giờ,"Dạ, trước khi thực hiện, bạn xác nhận các thông tin giúp tôi nhé:
Ngày: 2019-01-26
Thời gian: 9:0",2019-01-25 10:46:42.128120
oke,"Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-01-25 10:46:48.114995
đúng,"Tôi xin lỗi, tôi không thể giúp bạn được :( Vui lòng cho tôi biết nếu bạn có bất kỳ đề xuất nào về cách tôi có thể cải thiện ạ.",2019-01-25 10:46:57.187718
xin chào,Cảm ơn về phản hồi của bạn! Chúng tôi sẽ ghi nhận phản hồi và trả lời bạn sớm nhất ạ!,2019-01-25 10:47:05.507306
tìm phòng,"📅  Dạ, vào ngày nào thế ạ?",2019-01-25 10:47:23.612360
ngày mai lúc 9 giờ,Thời lượng của cuộc họp là bao lâu ạ?,2019-01-25 10:47:38.045629
1 tiếng,Bao nhiêu người sẽ tham gia cuộc họp ạ?,2019-01-25 10:47:46.858526
10,"Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-01-25 10:47:50.613457
10 người,"Dạ, trước khi thực hiện, bạn xác nhận các thông tin giúp tôi nhé:
Ngày: 2019-01-26
Thời gian: 9:0
Thời lượng: 60
Số lượng người tham gia: 10",2019-01-25 10:47:59.608538
thông tin đúng,"Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-01-25 10:48:07.944418
thông tin đúng,"Tôi xin lỗi, tôi không thể giúp bạn được :( Vui lòng cho tôi biết nếu bạn có bất kỳ đề xuất nào về cách tôi có thể cải thiện ạ.",2019-01-25 10:48:10.922831
"xin chào
",Cảm ơn về phản hồi của bạn! Chúng tôi sẽ ghi nhận phản hồi và trả lời bạn sớm nhất ạ!,2019-01-25 10:54:02.715026
"xin chào
","Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-01-25 10:57:08.877393
/greet,Hello 👋,2019-01-25 10:57:14.441725
"tìm phòng
",📅  Cuộc họp vào ngày nào ạ?,2019-01-25 10:57:38.532117
"ngày mai
",⏲️ Cuộc họp bắt đầu lúc mấy giờ ạ ?,2019-01-25 10:57:42.132185
"9 giờ
","Dạ, trước khi thực hiện, bạn xác nhận các thông tin giúp tôi nhé:
Ngày: 2019-01-26
Thời gian: 9:0",2019-01-25 10:57:46.580537
"xin chào
","Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-01-25 11:11:18.332808
"xin chào
","Xin chào 👋.
Tôi có gì giúp gì cho bạn 🤔?",2019-01-25 11:18:41.947473
"tìm phòng
",📅  Vào ngày nào thế ạ?,2019-01-25 11:18:46.453702
"mai
","Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-01-25 11:18:49.511535
/enter_info,Hic!! Tôi không hiểu lắm :( hãy nói rõ cho tôi hơn ạ!,2019-01-25 11:18:56.020704
"ngày mai
",⏲️ Cuộc họp bắt đầu lúc mấy giờ ạ ?,2019-01-25 11:19:07.635788
"9 giờ tối
","Hmmmm, tôi chỉ có thể giúp bạn tìm phòng vào buổi sáng và buổi chiều thôi ạ!",2019-01-25 11:19:14.620438
"9 giờ sáng
","Dạ, trước khi thực hiện, bạn xác nhận các thông tin giúp tôi nhé:
Ngày: 2019-01-26
Thời gian: 9 giờ sáng",2019-01-25 11:19:20.406016
"chào
","Xin chào 👋.
Tôi có gì giúp gì cho bạn 🤔?",2019-01-25 14:00:11.265500
"tìm phòng
","Dạ, trước khi thực hiện, bạn xác nhận các thông tin giúp tôi nhé:
Ngày: None
Thời gian: None",2019-01-25 14:01:57.296307
"tìm phòng
",📅  Vào ngày nào thế ạ?,2019-01-25 14:02:20.651379
"ngyà mai
",Ngày tìm kiếm không hợp lệ :( Vui lòng nhập lại.,2019-01-25 14:02:29.311395
"ngày mai
","Dạ, trước khi thực hiện, bạn xác nhận các thông tin giúp tôi nhé:
Ngày: 2019-01-26
Thời gian: None",2019-01-25 14:02:33.452403
"xin chào
",Xin chàooo 👋,2019-01-25 19:43:00.806768
"tìm phòng
",📅  Vào ngày nào thế ạ?,2019-01-25 19:43:05.886505
"dừng 
","Tôi không hiểu ý bạn, xin hãy giải thích cho tôi 🤔?",2019-01-25 19:43:12.315316
"dừng lại
","Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-01-25 19:43:28.801233
/deny,Xin lỗi 🙇‍♂ Tôi không hiểu ý bạn?,2019-01-25 19:43:42.214888
"không tìm phòng
","Tôi không hiểu ý bạn, xin hãy giải thích cho tôi 🤔?",2019-01-25 19:43:52.503212
"tìm phòng
",Xin lỗi 🙇‍♂ Tôi không hiểu ý bạn?,2019-01-25 19:44:02.235021
"tìm phòng á
",Xin lỗi 🙇‍♂ Tôi không hiểu ý bạn?,2019-01-25 19:44:08.431312
"thua
","Tôi không hiểu ý bạn, xin hãy giải thích cho tôi 🤔?",2019-01-25 19:44:17.222432
"tìm phòng
",Xin lỗi 🙇‍♂ Tôi không hiểu ý bạn?,2019-01-25 19:44:29.402178
"xin chào
",Xin lỗi 🙇‍♂ Tôi không hiểu ý bạn?,2019-01-25 19:44:34.917148
"chào
","Tôi không hiểu ý bạn, xin hãy giải thích cho tôi 🤔?",2019-01-25 19:44:39.257559
"chào
",Xin lỗi 🙇‍♂ Tôi không hiểu ý bạn?,2019-01-25 19:44:44.252923
"tạm biệt
",Hmmmm!!! Bạn đang tìm phòng mà? Bạn có muốn tiếp tục không ạ?,2019-01-25 19:44:49.391453
/wrong_info,"Dạ, trước khi thực hiện, bạn xác nhận các thông tin giúp tôi nhé:
Ngày: None
Thời gian: None",2019-01-25 19:45:01.003623
/action_send_find_room,You are welcome 🙆‍♂️,2019-01-25 19:45:10.275715
"xin chào
","Xin chào 👋.
Tôi có gì giúp gì cho bạn 🤔?",2019-01-25 19:45:42.461929
"xin chào
","Xin chào 👋.
Tôi có gì giúp gì cho bạn 🤔?",2019-01-25 19:46:10.914320
"tìm phòng
","📅  Dạ, vào ngày nào thế ạ?",2019-01-25 19:46:14.493103
"tìm phòng khác
","Tôi không hiểu ý bạn, xin hãy giải thích cho tôi 🤔?",2019-01-25 19:46:27.975626
"tìm phòng
","📅  Dạ, vào ngày nào thế ạ?",2019-01-25 19:46:48.352919
"tìm phòng khác
",Xin lỗi 🙇‍♂ Tôi không hiểu ý bạn?,2019-01-25 19:46:53.074602
"chào
",Hello 👋,2019-01-25 19:47:34.255180
"tìm phòng
","📅  Dạ, vào ngày nào thế ạ?",2019-01-25 19:47:37.172928
áđá,"Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-03-04 11:17:22.210530
xin chào,Hello 👋,2019-03-04 11:17:27.246287
đặt phòng,📅  Cuộc họp vào ngày nào ạ?,2019-03-04 11:17:30.529692
ngày mai lúc 9 giờ cho 10 người,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 11:17:37.341543
1 tiênnsg,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 11:17:42.098727
1 tiếng,"Dạ, trước khi thực hiện, bạn xác nhận các thông tin giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 9:0
Thời lượng: 60
Số lượng người tham gia: 1",2019-03-04 11:17:46.092478
đặt phòng,📅  Vào ngày nào thế ạ?,2019-03-04 12:25:26.322345
ngày mai lúc 9 giờ cho 10 người,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 12:25:36.337334
khoảng 2 tiếng,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 9:0
Thời lượng: 120
Số lượng người tham gia: 10",2019-03-04 12:25:41.762248
a,"Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-03-04 12:37:08.801695
a,"Tôi xin lỗi, tôi không thể giúp bạn được :( Vui lòng cho tôi biết nếu bạn có bất kỳ đề xuất nào về cách tôi có thể cải thiện ạ.",2019-03-04 12:37:09.092757
a,Cảm ơn về phản hồi của bạn! Chúng tôi sẽ ghi nhận phản hồi và trả lời bạn sớm nhất ạ!,2019-03-04 12:37:09.383125
a,"Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-03-04 12:37:09.687555
a,Cảm ơn về phản hồi của bạn! Chúng tôi sẽ ghi nhận phản hồi và trả lời bạn sớm nhất ạ!,2019-03-04 12:37:09.972308
a,"Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-03-04 12:37:10.244746
a,Cảm ơn về phản hồi của bạn! Chúng tôi sẽ ghi nhận phản hồi và trả lời bạn sớm nhất ạ!,2019-03-04 12:37:10.756449
a,"Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-03-04 12:37:11.049256
â,Cảm ơn về phản hồi của bạn! Chúng tôi sẽ ghi nhận phản hồi và trả lời bạn sớm nhất ạ!,2019-03-04 12:38:12.709828
oke,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: None
Thời gian: None",2019-03-04 12:38:20.099756
â,"Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-03-04 12:39:52.736790
áđá,"Tôi xin lỗi, tôi không thể giúp bạn được :( Vui lòng cho tôi biết nếu bạn có bất kỳ đề xuất nào về cách tôi có thể cải thiện ạ.",2019-03-04 12:39:55.740932
đặt phòng,Cảm ơn về phản hồi của bạn! Chúng tôi sẽ ghi nhận phản hồi và trả lời bạn sớm nhất ạ!,2019-03-04 12:40:08.246421
đặt phòng ,📅  Vào ngày nào thế ạ?,2019-03-04 12:40:14.473851
mai,"Tôi không hiểu được 'mai', hãy nói rõ hơn cho tôi :(",2019-03-04 12:40:19.706644
ngày mai,⏲️ Cuộc họp bắt đầu lúc mấy giờ ạ ?,2019-03-04 12:40:24.900774
lúc 9 giờ,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 12:40:32.383516
1 tiếng,Bao nhiêu người sẽ tham gia cuộc họp ạ?,2019-03-04 12:40:37.080311
10 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 9:0
Thời lượng: 60
Số lượng người tham gia: 10",2019-03-04 12:40:45.623476
a,"Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-03-04 12:44:42.647222
vãi,"Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-03-04 12:44:53.727522
đặt phòng đi,📅  Vào ngày nào thế ạ?,2019-03-04 12:44:59.854827
ngày mai,⏲️ Cuộc họp bắt đầu lúc mấy giờ ạ ?,2019-03-04 12:45:04.320218
8 giờ,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 12:45:09.297395
đặt phòng,"📅  Dạ, vào ngày nào thế ạ?",2019-03-04 14:26:36.366478
ngày mai lúc 9 giờ cho 10 người,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 14:26:47.886133
khoảng 2 tiếng,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 9:0
Thời lượng: 120
Số lượng người tham gia: 10",2019-03-04 14:26:53.751206
abc,"Xin lỗi, tôi không chắc mình hiểu đúng ý bạn🤔 Ý bạn là...",2019-03-04 14:42:43.696628
đặt phòng,📅  Vào ngày nào thế ạ?,2019-03-04 14:43:03.156360
ngày mai,⏲️ Cuộc họp bắt đầu lúc mấy giờ ạ ?,2019-03-04 14:43:10.837766
đặt phòng,Xin lỗi 🙇‍♂ Tôi không hiểu ý bạn?,2019-03-04 14:43:57.439982
đặt phòng,📅  Cuộc họp vào ngày nào ạ?,2019-03-04 14:44:22.950706
ngày mai,⏲️ Cuộc họp bắt đầu lúc mấy giờ ạ ?,2019-03-04 14:44:29.505244
lúc 8 giờ,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 14:44:38.902147
khoảng 2 tiếng,Bao nhiêu người sẽ tham gia cuộc họp ạ?,2019-03-04 14:44:48.654516
10 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 10",2019-03-04 14:45:03.380280
đặt phòng,📅  Cuộc họp vào ngày nào ạ?,2019-03-04 14:46:43.922756
ngày mai,⏲️ Cuộc họp bắt đầu lúc mấy giờ ạ ?,2019-03-04 14:46:50.548530
lúc 8 giờ,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 14:46:58.838113
khoảng 2 tiếng,Bạn đặt phòng cho bao nhiêu người ạ?,2019-03-04 14:47:07.828220
10 người,"Cảm ơn bạn đã cung cấp thông tin, bạn xác nhận các thông tin đã cung cấp giúp tôi nhé:
Ngày: 2019-03-05
Thời gian: 8:0
Thời lượng: 120
Số lượng người tham gia: 10",2019-03-04 14:47:17.777935
đặt phòng,📅  Cuộc họp vào ngày nào ạ?,2019-03-04 14:49:22.546946
ngày mai,⏲️ Cuộc họp bắt đầu lúc mấy giờ ạ ?,2019-03-04 14:49:28.742357
lúc 8 giờ,Thời lượng của cuộc họp là bao lâu ạ?,2019-03-04 14:49:36.247771
khoảng 2 tiếng,Bạn đặt phòng cho bao nhiêu người ạ?,2019-03-04 14:49:43.694572
